Bug ID,Product,Component,Severity,Priority,Resolution,Summary,text
16336,Platform,Team,normal,P1,FIXED,DavRemoteTargetResource.isContainer should throw,"Product: Platform
Component: Team
Severity: normal
Priority: P1
Summary: DavRemoteTargetResource.isContainer should throw
Resolution: FIXED"
20791,Platform,UI,enhancement,P2,FIXED,Use of BufferedReader may improve preformance,"Product: Platform
Component: UI
Severity: enhancement
Priority: P2
Summary: Use of BufferedReader may improve preformance
Resolution: FIXED"
97859,Platform,UI,normal,P2,FIXED,[DetachedViews] non-closeable view can be closed after detaching,"Product: Platform
Component: UI
Severity: normal
Priority: P2
Summary: [DetachedViews] non-closeable view can be closed after detaching
Resolution: FIXED"
428216,Platform,SWT,major,P3,FIXED,Wrong file path is returned by FileDialog(SWT.SAVE),"Product: Platform
Component: SWT
Severity: major
Priority: P3
Summary: Wrong file path is returned by FileDialog(SWT.SAVE)
Resolution: FIXED"
393007,JDT,Text,normal,P3,FIXED,AbstractInfoView#selectionChanged(..) calls codeResolve in the UI thread if linking is disabled,"Product: JDT
Component: Text
Severity: normal
Priority: P3
Summary: AbstractInfoView#selectionChanged(..) calls codeResolve in the UI thread if linking is disabled
Resolution: FIXED"
386809,Platform,Compare,normal,P3,FIXED,Patch tests fails in I20120807-0800 build,"Product: Platform
Component: Compare
Severity: normal
Priority: P3
Summary: Patch tests fails in I20120807-0800 build
Resolution: FIXED"
112197,JDT,UI,minor,P3,FIXED,"[quick fix] ""Add @SuppressWarnings 'unchecked' to 'foo()'"" appears twice","Product: JDT
Component: UI
Severity: minor
Priority: P3
Summary: [quick fix] ""Add @SuppressWarnings 'unchecked' to 'foo()'"" appears twice
Resolution: FIXED"
48486,Platform,UI,critical,P1,FIXED,[ActionSets] Key bindings not working when Eclipse first opened,"Product: Platform
Component: UI
Severity: critical
Priority: P1
Summary: [ActionSets] Key bindings not working when Eclipse first opened
Resolution: FIXED"
22927,JDT,Debug,enhancement,P2,FIXED,Add word-wrap option to Variables display area,"Product: JDT
Component: Debug
Severity: enhancement
Priority: P2
Summary: Add word-wrap option to Variables display area
Resolution: FIXED"
67203,Platform,UI,normal,P2,FIXED,[Import/Export[ Import from Zip File and File System gives no feedback about read-only files,"Product: Platform
Component: UI
Severity: normal
Priority: P2
Summary: [Import/Export[ Import from Zip File and File System gives no feedback about read-only files
Resolution: FIXED"
293694,JDT,Debug,normal,P3,FIXED,'Scrapbook Page' wizard needs a description,"Product: JDT
Component: Debug
Severity: normal
Priority: P3
Summary: 'Scrapbook Page' wizard needs a description
Resolution: FIXED"
24754,JDT,Debug,enhancement,P3,FIXED,Preferences - should offer font choice for variable details pane,"Product: JDT
Component: Debug
Severity: enhancement
Priority: P3
Summary: Preferences - should offer font choice for variable details pane
Resolution: FIXED"
48963,JDT,UI,normal,P3,FIXED,Javadoc compiler preference page: Include checkbox misleading,"Product: JDT
Component: UI
Severity: normal
Priority: P3
Summary: Javadoc compiler preference page: Include checkbox misleading
Resolution: FIXED"
127687,JDT,UI,normal,P3,FIXED,Problem categories tuning,"Product: JDT
Component: UI
Severity: normal
Priority: P3
Summary: Problem categories tuning
Resolution: FIXED"
387352,Platform,Releng,major,P3,FIXED,Wrong version for PDE feature,"Product: Platform
Component: Releng
Severity: major
Priority: P3
Summary: Wrong version for PDE feature
Resolution: FIXED"
12222,JDT,Debug,normal,P1,FIXED,NPE attempting to create Remote Java Application configuration,"Product: JDT
Component: Debug
Severity: normal
Priority: P1
Summary: NPE attempting to create Remote Java Application configuration
Resolution: FIXED"
85519,JDT,Text,major,P2,FIXED,[implementation] saveAs existing file fails - content replaced with original content,"Product: JDT
Component: Text
Severity: major
Priority: P2
Summary: [implementation] saveAs existing file fails - content replaced with original content
Resolution: FIXED"
407338,PDE,UI,normal,P3,FIXED,Find broken NLS strings in PDE UI / API Tools,"Product: PDE
Component: UI
Severity: normal
Priority: P3
Summary: Find broken NLS strings in PDE UI / API Tools
Resolution: FIXED"
80857,Platform,Debug,major,P2,FIXED,ProjectSourceContainer fails to search for files specified by relative paths,"Product: Platform
Component: Debug
Severity: major
Priority: P2
Summary: ProjectSourceContainer fails to search for files specified by relative paths
Resolution: FIXED"
223586,JDT,Text,normal,P2,FIXED,[misc] NPE on enumerations in javadoc view,"Product: JDT
Component: Text
Severity: normal
Priority: P2
Summary: [misc] NPE on enumerations in javadoc view
Resolution: FIXED"
56957,Platform,UI,enhancement,P2,FIXED,[Encoding] Reusable EncodingFieldEditor,"Product: Platform
Component: UI
Severity: enhancement
Priority: P2
Summary: [Encoding] Reusable EncodingFieldEditor
Resolution: FIXED"
94803,JDT,Text,minor,P2,FIXED,mnemonics,"Product: JDT
Component: Text
Severity: minor
Priority: P2
Summary: mnemonics
Resolution: FIXED"
65058,JDT,Debug,normal,P3,FIXED,Inspect doesn't work in Snippet Editor,"Product: JDT
Component: Debug
Severity: normal
Priority: P3
Summary: Inspect doesn't work in Snippet Editor
Resolution: FIXED"
27874,JDT,Debug,major,P2,FIXED,wrong suspended status when attaching late to vm,"Product: JDT
Component: Debug
Severity: major
Priority: P2
Summary: wrong suspended status when attaching late to vm
Resolution: FIXED"
89936,JDT,Debug,normal,P2,FIXED,"Breakpoint with ""Suspend VM"" doesn't show correct thread","Product: JDT
Component: Debug
Severity: normal
Priority: P2
Summary: Breakpoint with ""Suspend VM"" doesn't show correct thread
Resolution: FIXED"
4159,JDT,UI,normal,P2,FIXED,Organize Import: Select type could show reference location (1GJGZFO),"Product: JDT
Component: UI
Severity: normal
Priority: P2
Summary: Organize Import: Select type could show reference location (1GJGZFO)
Resolution: FIXED"
249066,PDE,UI,normal,P3,FIXED,dependency analysis not primed for non-workspace plug-ins,"Product: PDE
Component: UI
Severity: normal
Priority: P3
Summary: dependency analysis not primed for non-workspace plug-ins
Resolution: FIXED"
29148,Platform,Ant,enhancement,P2,FIXED,Contribution of Planty 0.9.1,"Product: Platform
Component: Ant
Severity: enhancement
Priority: P2
Summary: Contribution of Planty 0.9.1
Resolution: FIXED"
93515,Platform,UI,normal,P2,FIXED,[Preferences] console preferences do not show colors,"Product: Platform
Component: UI
Severity: normal
Priority: P2
Summary: [Preferences] console preferences do not show colors
Resolution: FIXED"
90518,Platform,Debug,normal,P2,FIXED,JAR debug plug-ins,"Product: Platform
Component: Debug
Severity: normal
Priority: P2
Summary: JAR debug plug-ins
Resolution: FIXED"
223992,Platform,Debug,normal,P3,FIXED,"NPE from  ""Model Proxy installed notification job""","Product: Platform
Component: Debug
Severity: normal
Priority: P3
Summary: NPE from  ""Model Proxy installed notification job""
Resolution: FIXED"
310461,Platform,UI,normal,P3,FIXED,[Commands] [actions] 'Show In'  action works only once for IStructuredSelection,"Product: Platform
Component: UI
Severity: normal
Priority: P3
Summary: [Commands] [actions] 'Show In'  action works only once for IStructuredSelection
Resolution: FIXED"
43363,Platform,Ant,normal,P2,FIXED,Cannot use user's xerces to parse targets,"Product: Platform
Component: Ant
Severity: normal
Priority: P2
Summary: Cannot use user's xerces to parse targets
Resolution: FIXED"
54605,PDE,UI,normal,P3,FIXED,Event Details dialog could be improved through SashLayout,"Product: PDE
Component: UI
Severity: normal
Priority: P3
Summary: Event Details dialog could be improved through SashLayout
Resolution: FIXED"
3940,JDT,Debug,normal,P1,FIXED,Keep getting Locate Source dialog (1GF6BU2),"Product: JDT
Component: Debug
Severity: normal
Priority: P1
Summary: Keep getting Locate Source dialog (1GF6BU2)
Resolution: FIXED"
63713,Platform,UI,normal,P2,FIXED,[Preferences] Are dynamic projects supposed to just become referenced projects?,"Product: Platform
Component: UI
Severity: normal
Priority: P2
Summary: [Preferences] Are dynamic projects supposed to just become referenced projects?
Resolution: FIXED"
91393,JDT,Debug,normal,P3,FIXED,VMDisconnectedException and IllegalStateException when running JDT Debug suite,"Product: JDT
Component: Debug
Severity: normal
Priority: P3
Summary: VMDisconnectedException and IllegalStateException when running JDT Debug suite
Resolution: FIXED"
43277,JDT,UI,enhancement,P2,FIXED,[refactoring] [dcr] Move type to new file,"Product: JDT
Component: UI
Severity: enhancement
Priority: P2
Summary: [refactoring] [dcr] Move type to new file
Resolution: FIXED"
34156,JDT,UI,normal,P3,FIXED,new class wizard defaults to wrong project,"Product: JDT
Component: UI
Severity: normal
Priority: P3
Summary: new class wizard defaults to wrong project
Resolution: FIXED"
148424,JDT,Debug,enhancement,P3,FIXED,VM Capabilities only available from Target,"Product: JDT
Component: Debug
Severity: enhancement
Priority: P3
Summary: VM Capabilities only available from Target
Resolution: FIXED"
274694,PDE,UI,normal,P2,FIXED,[target] [editor] Target editor is dirty but can't save,"Product: PDE
Component: UI
Severity: normal
Priority: P2
Summary: [target] [editor] Target editor is dirty but can't save
Resolution: FIXED"
13844,Platform,Compare,normal,P2,FIXED,TextMergeViewer should keep track of its posted runnables,"Product: Platform
Component: Compare
Severity: normal
Priority: P2
Summary: TextMergeViewer should keep track of its posted runnables
Resolution: FIXED"
72051,Platform,UI,enhancement,P2,FIXED,[Preferences] Distinguish between workspace preferences and application preferences,"Product: Platform
Component: UI
Severity: enhancement
Priority: P2
Summary: [Preferences] Distinguish between workspace preferences and application preferences
Resolution: FIXED"
95907,Platform,CVS,critical,P1,FIXED,Create Patch references stale information,"Product: Platform
Component: CVS
Severity: critical
Priority: P1
Summary: Create Patch references stale information
Resolution: FIXED"
201563,Platform,Search,normal,P3,FIXED,icon for text match confusing,"Product: Platform
Component: Search
Severity: normal
Priority: P3
Summary: icon for text match confusing
Resolution: FIXED"
356001,PDE,UI,normal,P3,FIXED,Parent shell incorrect for 'Plug-in Selection' dialog,"Product: PDE
Component: UI
Severity: normal
Priority: P3
Summary: Parent shell incorrect for 'Plug-in Selection' dialog
Resolution: FIXED"
97173,JDT,UI,normal,P3,FIXED,Preferences: remove the Export>Java Development Preferences category,"Product: JDT
Component: UI
Severity: normal
Priority: P3
Summary: Preferences: remove the Export>Java Development Preferences category
Resolution: FIXED"
340570,Platform,Text,enhancement,P3,FIXED,[rulers][api] Pull up #addVerticalRulerColumn and #removeVerticalRulerColumn from ProjectionViewer to SourceViewer,"Product: Platform
Component: Text
Severity: enhancement
Priority: P3
Summary: [rulers][api] Pull up #addVerticalRulerColumn and #removeVerticalRulerColumn from ProjectionViewer to SourceViewer
Resolution: FIXED"
376441,Platform,UI,normal,P2,FIXED,[Compatibility] IEvaluationService.requestEvaluation() does not call property tester as it used to,"Product: Platform
Component: UI
Severity: normal
Priority: P2
Summary: [Compatibility] IEvaluationService.requestEvaluation() does not call property tester as it used to
Resolution: FIXED"
19835,Platform,UI,normal,P2,FIXED,[MPE] MultiPageEditorPart.removePage() does not dispose controls,"Product: Platform
Component: UI
Severity: normal
Priority: P2
Summary: [MPE] MultiPageEditorPart.removePage() does not dispose controls
Resolution: FIXED"
382017,PDE,API Tools,minor,P3,FIXED,Add Eclipse-BundleShape: dir to api tools tests,"Product: PDE
Component: API Tools
Severity: minor
Priority: P3
Summary: Add Eclipse-BundleShape: dir to api tools tests
Resolution: FIXED"
296589,JDT,Text,normal,P3,FIXED,[breadcrumb] Opening a file via breadcrumb does not retarget the status line,"Product: JDT
Component: Text
Severity: normal
Priority: P3
Summary: [breadcrumb] Opening a file via breadcrumb does not retarget the status line
Resolution: FIXED"
42020,Platform,Debug,normal,P3,FIXED,"Move ""Run in background"" to builders only","Product: Platform
Component: Debug
Severity: normal
Priority: P3
Summary: Move ""Run in background"" to builders only
Resolution: FIXED"
166040,JDT,Debug,normal,P3,FIXED,CCE when importing debug preferences,"Product: JDT
Component: Debug
Severity: normal
Priority: P3
Summary: CCE when importing debug preferences
Resolution: FIXED"
64114,Platform,UI,normal,P2,FIXED,CleanDialog needs to close before using busyCursorWhile(),"Product: Platform
Component: UI
Severity: normal
Priority: P2
Summary: CleanDialog needs to close before using busyCursorWhile()
Resolution: FIXED"
80336,Platform,UI,normal,P2,FIXED,[Preferences] Attributes that are not marked as translatable.,"Product: Platform
Component: UI
Severity: normal
Priority: P2
Summary: [Preferences] Attributes that are not marked as translatable.
Resolution: FIXED"
66318,Platform,UI,major,P2,FIXED,Performance: Decorators cause bad type hierarchy performance,"Product: Platform
Component: UI
Severity: major
Priority: P2
Summary: Performance: Decorators cause bad type hierarchy performance
Resolution: FIXED"
18015,JDT,UI,normal,P2,FIXED,NPE in structured selection if file opened from repo,"Product: JDT
Component: UI
Severity: normal
Priority: P2
Summary: NPE in structured selection if file opened from repo
Resolution: FIXED"
117106,Platform,Debug,normal,P3,FIXED,[flex-hierarchy] null tree path with manually expanding thread,"Product: Platform
Component: Debug
Severity: normal
Priority: P3
Summary: [flex-hierarchy] null tree path with manually expanding thread
Resolution: FIXED"
39498,Platform,UI,major,P2,FIXED,[Tasks] default sorting order in Problems view is incorrect,"Product: Platform
Component: UI
Severity: major
Priority: P2
Summary: [Tasks] default sorting order in Problems view is incorrect
Resolution: FIXED"
10956,JDT,Debug,normal,P3,FIXED,Default watchpoint settings,"Product: JDT
Component: Debug
Severity: normal
Priority: P3
Summary: Default watchpoint settings
Resolution: FIXED"
89250,Platform,UI,normal,P3,FIXED,[Viewers] - API Review - LazySortedCollection review comments,"Product: Platform
Component: UI
Severity: normal
Priority: P3
Summary: [Viewers] - API Review - LazySortedCollection review comments
Resolution: FIXED"
33069,Platform,Ant,normal,P2,FIXED,Stack traces using ant editor,"Product: Platform
Component: Ant
Severity: normal
Priority: P2
Summary: Stack traces using ant editor
Resolution: FIXED"
99235,Platform,Ant,normal,P3,FIXED,Fully qualified paths in antfile attribute do not open file,"Product: Platform
Component: Ant
Severity: normal
Priority: P3
Summary: Fully qualified paths in antfile attribute do not open file
Resolution: FIXED"
165429,Platform,Text,enhancement,P2,FIXED,[misc] Need official icon for the 'Show Whitespace' tool bar action,"Product: Platform
Component: Text
Severity: enhancement
Priority: P2
Summary: [misc] Need official icon for the 'Show Whitespace' tool bar action
Resolution: FIXED"
369487,JDT,Core,normal,P3,INVALID,[compiler][null] bug 247564: issues to follow up post review & verification.,"Product: JDT
Component: Core
Severity: normal
Priority: P3
Summary: [compiler][null] bug 247564: issues to follow up post review & verification.
Resolution: INVALID"
60445,Platform,UI,normal,P1,FIXED,[Progress] PROPERTY_IN_DIALOG not set to false when preference run in background is set,"Product: Platform
Component: UI
Severity: normal
Priority: P1
Summary: [Progress] PROPERTY_IN_DIALOG not set to false when preference run in background is set
Resolution: FIXED"
135495,JDT,Debug,critical,P3,FIXED,Editing slows down while moving word (Ctrl+Right Arrow),"Product: JDT
Component: Debug
Severity: critical
Priority: P3
Summary: Editing slows down while moving word (Ctrl+Right Arrow)
Resolution: FIXED"
264139,PDE,UI,major,P3,FIXED,3.5M5 - Target platform variable support broken,"Product: PDE
Component: UI
Severity: major
Priority: P3
Summary: 3.5M5 - Target platform variable support broken
Resolution: FIXED"
322914,JDT,Text,major,P3,FIXED,[implementation] deadlock in ASTProvider when copy paste in CU editor,"Product: JDT
Component: Text
Severity: major
Priority: P3
Summary: [implementation] deadlock in ASTProvider when copy paste in CU editor
Resolution: FIXED"
416723,PDE,UI,critical,P3,FIXED,Plug-in import wizard no longer shows bundles that are disabled in the target,"Product: PDE
Component: UI
Severity: critical
Priority: P3
Summary: Plug-in import wizard no longer shows bundles that are disabled in the target
Resolution: FIXED"
86275,Platform,SWT,normal,P3,FIXED,NPE in Shell.gtk_focus_out_event,"Product: Platform
Component: SWT
Severity: normal
Priority: P3
Summary: NPE in Shell.gtk_focus_out_event
Resolution: FIXED"
312646,PDE,UI,normal,P3,FIXED,empty feature list when 1 is selected,"Product: PDE
Component: UI
Severity: normal
Priority: P3
Summary: empty feature list when 1 is selected
Resolution: FIXED"
208062,Platform,Debug,normal,P3,FIXED,First context menu has mysterious Run As/Debug As/Profile As menu entries,"Product: Platform
Component: Debug
Severity: normal
Priority: P3
Summary: First context menu has mysterious Run As/Debug As/Profile As menu entries
Resolution: FIXED"
23428,JDT,Debug,normal,P2,FIXED,Breakpoints removed too aggressively,"Product: JDT
Component: Debug
Severity: normal
Priority: P2
Summary: Breakpoints removed too aggressively
Resolution: FIXED"
124257,Platform,Debug,normal,P3,FIXED,LCD insists on saving,"Product: Platform
Component: Debug
Severity: normal
Priority: P3
Summary: LCD insists on saving
Resolution: FIXED"
108107,Platform,UI,normal,P2,FIXED,[Progress] ArithmeticException when running search job,"Product: Platform
Component: UI
Severity: normal
Priority: P2
Summary: [Progress] ArithmeticException when running search job
Resolution: FIXED"
12211,JDT,Debug,normal,P1,FIXED,copyright statements incorrect,"Product: JDT
Component: Debug
Severity: normal
Priority: P1
Summary: copyright statements incorrect
Resolution: FIXED"
360128,JDT,Debug,normal,P3,FIXED,Set new text file line delimiter to Unix to prevent conflicts,"Product: JDT
Component: Debug
Severity: normal
Priority: P3
Summary: Set new text file line delimiter to Unix to prevent conflicts
Resolution: FIXED"
67424,Platform,Text,major,P1,FIXED,Deadlock in AnnotationPainter,"Product: Platform
Component: Text
Severity: major
Priority: P1
Summary: Deadlock in AnnotationPainter
Resolution: FIXED"
45831,JDT,UI,enhancement,P3,FIXED,[dnd] Used drag/drop for views to rearrange contents of file.,"Product: JDT
Component: UI
Severity: enhancement
Priority: P3
Summary: [dnd] Used drag/drop for views to rearrange contents of file.
Resolution: FIXED"
34685,Platform,Ant,normal,P3,FIXED,Error indicated but no error squiggle or message,"Product: Platform
Component: Ant
Severity: normal
Priority: P3
Summary: Error indicated but no error squiggle or message
Resolution: FIXED"
16080,JDT,Debug,normal,P2,FIXED,classpath changes when JRE changes,"Product: JDT
Component: Debug
Severity: normal
Priority: P2
Summary: classpath changes when JRE changes
Resolution: FIXED"
172735,Platform,UI,normal,P3,FIXED,[Viewers] regression? Selection not revealed in tree of launch configuration dialog,"Product: Platform
Component: UI
Severity: normal
Priority: P3
Summary: [Viewers] regression? Selection not revealed in tree of launch configuration dialog
Resolution: FIXED"
421246,Platform,SWT,normal,P3,FIXED,StyledText: incorrect caret move in first/last line (OS X),"Product: Platform
Component: SWT
Severity: normal
Priority: P3
Summary: StyledText: incorrect caret move in first/last line (OS X)
Resolution: FIXED"
149114,JDT,UI,minor,P3,FIXED,[quick fix] 'create class' quickfix with varargs finds wrong superclass,"Product: JDT
Component: UI
Severity: minor
Priority: P3
Summary: [quick fix] 'create class' quickfix with varargs finds wrong superclass
Resolution: FIXED"
20557,Platform,Ant,enhancement,P2,FIXED,Running an empty ant script takes about 2 seconds,"Product: Platform
Component: Ant
Severity: enhancement
Priority: P2
Summary: Running an empty ant script takes about 2 seconds
Resolution: FIXED"
19545,JDT,Debug,enhancement,P3,FIXED,Launch error dialog should show command line and exception text,"Product: JDT
Component: Debug
Severity: enhancement
Priority: P3
Summary: Launch error dialog should show command line and exception text
Resolution: FIXED"
32477,Platform,Ant,normal,P2,FIXED,Errors in external entities and nested external entities aren't supported by the editor outline,"Product: Platform
Component: Ant
Severity: normal
Priority: P2
Summary: Errors in external entities and nested external entities aren't supported by the editor outline
Resolution: FIXED"
99295,Platform,Update  (deprecated - use RT>Equinox>p2),normal,P2,FIXED,Problems selecting 16x16 image from the WIndows *.ico,"Product: Platform
Component: Update  (deprecated - use RT>Equinox>p2)
Severity: normal
Priority: P2
Summary: Problems selecting 16x16 image from the WIndows *.ico
Resolution: FIXED"
120915,Platform,User Assistance,normal,P3,FIXED,[Help] Clicking on search result group shows XML document,"Product: Platform
Component: User Assistance
Severity: normal
Priority: P3
Summary: [Help] Clicking on search result group shows XML document
Resolution: FIXED"
449467,JDT,Core,major,P3,FIXED,[1.8][compiler] Invalid lambda deserialization with anonymous class,"Product: JDT
Component: Core
Severity: major
Priority: P3
Summary: [1.8][compiler] Invalid lambda deserialization with anonymous class
Resolution: FIXED"
80707,Platform,Ant,normal,P3,FIXED,Make breakpoint / run mode check debug model specific,"Product: Platform
Component: Ant
Severity: normal
Priority: P3
Summary: Make breakpoint / run mode check debug model specific
Resolution: FIXED"
95710,JDT,Text,normal,P2,FIXED,[implementation] Open NLS wizard can take minutes,"Product: JDT
Component: Text
Severity: normal
Priority: P2
Summary: [implementation] Open NLS wizard can take minutes
Resolution: FIXED"
10506,Platform,Debug,normal,P1,FIXED,NPE in launch view,"Product: Platform
Component: Debug
Severity: normal
Priority: P1
Summary: NPE in launch view
Resolution: FIXED"
7316,Platform,Debug,normal,P3,INVALID,Inconsistent casing for Show detail pane,"Product: Platform
Component: Debug
Severity: normal
Priority: P3
Summary: Inconsistent casing for Show detail pane
Resolution: INVALID"
419021,Platform,IDE,normal,P3,FIXED,[EditorMgmt] EditorPart.setPartName leads to NPE,"Product: Platform
Component: IDE
Severity: normal
Priority: P3
Summary: [EditorMgmt] EditorPart.setPartName leads to NPE
Resolution: FIXED"
64129,JDT,Text,normal,P3,FIXED,Highlight method exit points fail,"Product: JDT
Component: Text
Severity: normal
Priority: P3
Summary: Highlight method exit points fail
Resolution: FIXED"
40754,Platform,UI,major,P2,FIXED,[Tasks] Imported Tasks marked as complete become unchangeable,"Product: Platform
Component: UI
Severity: major
Priority: P2
Summary: [Tasks] Imported Tasks marked as complete become unchangeable
Resolution: FIXED"
62995,Platform,UI,normal,P3,FIXED,[Progress] scheduled synchronizations stay in the progress view when terminated,"Product: Platform
Component: UI
Severity: normal
Priority: P3
Summary: [Progress] scheduled synchronizations stay in the progress view when terminated
Resolution: FIXED"
65075,Platform,Ant,normal,P3,FIXED,Outline not cleared when change to empty buildfile,"Product: Platform
Component: Ant
Severity: normal
Priority: P3
Summary: Outline not cleared when change to empty buildfile
Resolution: FIXED"
123787,Platform,Compare,normal,P3,FIXED,[Patch] Apply Patch error handling for invalid formats,"Product: Platform
Component: Compare
Severity: normal
Priority: P3
Summary: [Patch] Apply Patch error handling for invalid formats
Resolution: FIXED"
185673,Platform,UI,major,P3,FIXED,"[Viewers] Mac only: In variables and expressions views, up/down keyboard navigation doesn't work correctly","Product: Platform
Component: UI
Severity: major
Priority: P3
Summary: [Viewers] Mac only: In variables and expressions views, up/down keyboard navigation doesn't work correctly
Resolution: FIXED"
13852,JDT,Core,critical,P1,DUPLICATE,Cannot generate EJB inheritance deployed code without debug info,"Product: JDT
Component: Core
Severity: critical
Priority: P1
Summary: Cannot generate EJB inheritance deployed code without debug info
Resolution: DUPLICATE"
67015,Platform,Text,normal,P2,FIXED,[validateEdit] To Upercase and To Lower case fails for read-only files,"Product: Platform
Component: Text
Severity: normal
Priority: P2
Summary: [validateEdit] To Upercase and To Lower case fails for read-only files
Resolution: FIXED"
33579,Platform,Debug,normal,P2,FIXED,NPE in launch view event handler on shutdown,"Product: Platform
Component: Debug
Severity: normal
Priority: P2
Summary: NPE in launch view event handler on shutdown
Resolution: FIXED"
31898,JDT,Debug,normal,P2,FIXED,Error in the status bar without any text selected in the console,"Product: JDT
Component: Debug
Severity: normal
Priority: P2
Summary: Error in the status bar without any text selected in the console
Resolution: FIXED"
363640,JDT,Core,normal,P3,INVALID,NO SUMMARY,"Product: JDT
Component: Core
Severity: normal
Priority: P3
Summary: NO SUMMARY
Resolution: INVALID"
95279,Platform,Update  (deprecated - use RT>Equinox>p2),normal,P3,FIXED,Selection count not updated,"Product: Platform
Component: Update  (deprecated - use RT>Equinox>p2)
Severity: normal
Priority: P3
Summary: Selection count not updated
Resolution: FIXED"
7133,JDT,Debug,normal,P1,FIXED,Illegal references to Breakpoints view,"Product: JDT
Component: Debug
Severity: normal
Priority: P1
Summary: Illegal references to Breakpoints view
Resolution: FIXED"
137172,JDT,Text,normal,P2,FIXED,[nls tooling] constant is falsely recognized as NLS key constant,"Product: JDT
Component: Text
Severity: normal
Priority: P2
Summary: [nls tooling] constant is falsely recognized as NLS key constant
Resolution: FIXED"
12785,Platform,Debug,normal,P2,FIXED,Select all in the details pane selects all variables,"Product: Platform
Component: Debug
Severity: normal
Priority: P2
Summary: Select all in the details pane selects all variables
Resolution: FIXED"
24415,Platform,Ant,normal,P2,FIXED,Running an Ant script with console logging turned off writes to OS console,"Product: Platform
Component: Ant
Severity: normal
Priority: P2
Summary: Running an Ant script with console logging turned off writes to OS console
Resolution: FIXED"
273583,Platform,IDE,normal,P2,FIXED,[Markers] Most property tests in ui.ide expressions don't test element type,"Product: Platform
Component: IDE
Severity: normal
Priority: P2
Summary: [Markers] Most property tests in ui.ide expressions don't test element type
Resolution: FIXED"
257927,JDT,UI,normal,P3,FIXED,[build path] filtered trees don't show Clear button,"Product: JDT
Component: UI
Severity: normal
Priority: P3
Summary: [build path] filtered trees don't show Clear button
Resolution: FIXED"
64579,Platform,Text,normal,P3,FIXED,[performance] Dispose runnable in ProjectionAnnotation leaks annotation,"Product: Platform
Component: Text
Severity: normal
Priority: P3
Summary: [performance] Dispose runnable in ProjectionAnnotation leaks annotation
Resolution: FIXED"
319580,PDE,UI,normal,P3,FIXED,Open Plug-in Artifact dialog shows wrong labels,"Product: PDE
Component: UI
Severity: normal
Priority: P3
Summary: Open Plug-in Artifact dialog shows wrong labels
Resolution: FIXED"
210837,Platform,UI,enhancement,P3,FIXED,[CommonNavigator] Project Explorer doesn't open closed projects on double click,"Product: Platform
Component: UI
Severity: enhancement
Priority: P3
Summary: [CommonNavigator] Project Explorer doesn't open closed projects on double click
Resolution: FIXED"
268819,Platform,UI,minor,P3,FIXED,[WorkbenchLauncher] 'Workspaces' preference page's 'Remove' button should enable/disable itself more intelligently,"Product: Platform
Component: UI
Severity: minor
Priority: P3
Summary: [WorkbenchLauncher] 'Workspaces' preference page's 'Remove' button should enable/disable itself more intelligently
Resolution: FIXED"
44752,JDT,Debug,enhancement,P3,FIXED,cannot modify applet parameter names in launch config,"Product: JDT
Component: Debug
Severity: enhancement
Priority: P3
Summary: cannot modify applet parameter names in launch config
Resolution: FIXED"
76756,JDT,UI,normal,P2,FIXED,Project properties UI: Required projects can not be removed,"Product: JDT
Component: UI
Severity: normal
Priority: P2
Summary: Project properties UI: Required projects can not be removed
Resolution: FIXED"
331303,Platform,UI,normal,P3,FIXED,[backport] Regression: Convert line delimiter action enablement is broken,"Product: Platform
Component: UI
Severity: normal
Priority: P3
Summary: [backport] Regression: Convert line delimiter action enablement is broken
Resolution: FIXED"
20857,Platform,Ant,normal,P2,FIXED,Problems with Ant classpath not being picked up,"Product: Platform
Component: Ant
Severity: normal
Priority: P2
Summary: Problems with Ant classpath not being picked up
Resolution: FIXED"
63656,Platform,UI,enhancement,P2,FIXED,[Preferences] Make workbench preferences dialog accessible via API,"Product: Platform
Component: UI
Severity: enhancement
Priority: P2
Summary: [Preferences] Make workbench preferences dialog accessible via API
Resolution: FIXED"
307143,PDE,UI,normal,P3,FIXED,timestamp attribute in launch configurations annoying when versioning .launch files,"Product: PDE
Component: UI
Severity: normal
Priority: P3
Summary: timestamp attribute in launch configurations annoying when versioning .launch files
Resolution: FIXED"
433614,Platform,Website,minor,P3,FIXED,http://www.eclipse.org/eclipse/ should be updated to discuss Git instead of cvs,"Product: Platform
Component: Website
Severity: minor
Priority: P3
Summary: http://www.eclipse.org/eclipse/ should be updated to discuss Git instead of cvs
Resolution: FIXED"
40407,Platform,UI,major,P2,FIXED,ColorSelector needs an accessible listener,"Product: Platform
Component: UI
Severity: major
Priority: P2
Summary: ColorSelector needs an accessible listener
Resolution: FIXED"
19743,JDT,UI,trivial,P3,FIXED,"Trademark requirement - ""Java"" as an adjective","Product: JDT
Component: UI
Severity: trivial
Priority: P3
Summary: Trademark requirement - ""Java"" as an adjective
Resolution: FIXED"
10096,JDT,Debug,critical,P1,FIXED,Eclipse not aware of launched JVM (JRockit 3.1.3),"Product: JDT
Component: Debug
Severity: critical
Priority: P1
Summary: Eclipse not aware of launched JVM (JRockit 3.1.3)
Resolution: FIXED"
